,id,locus,feature_type_name,notes
291,27002,Corral;locus_type_name: Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows a collection of faint rectangular shapes suggestive of foundations or the bases of structures. These groupings are dispersed, indicating a settlement pattern. The lack of pronounced features such as walls or clear terracing reduces certainty. It is consistent with a settlement including domestic structures."
292,11046,5 - Very High Confidence;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image shows a corral complex with distinct outlines visible. The main structure appears to be encircled, likely used for livestock. There are some irregular patches around the main structure, possibly indicating erosion or wear."
293,29670,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows a clear presence of circular patterns and enclosures that resemble corral structures. Vegetation density varies around the enclosures, indicating possible grazing areas. These patterns suggest the existence of livestock spaces or containment areas."
294,9288,4 - High Confidence;locus_type_name: Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image shows a series of non-linear patterns that suggest terracing on a slope. The structures are not clear enough to be identified as stone faced, indicating possible earthen contours. There are some scattered shapes that could potentially indicate domestic use or architecture, though detail is limited. The terrain features may imply agricultural use with minimal built structures evident."
295,11987,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows an area with visible segmented terraces, possibly for agricultural purposes. The terraces lack distinct structural features, but the arrangement suggests past modification for human use. Presence of scattered small structures could indicate some form of domestic activity associated with the terracing."
296,10345,Unfortified settlement(2 - Low Confidence) -- Estancia(2 - Low Confidence),Domestic architecture -- Residential structure,The image displays gently sloping terrain with scattered vegetation indicating potential agricultural use. A few irregular shapes suggest possible domestic structures amidst the fields.
297,10416,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows irregular patterns and segmented areas, possibly indicating agricultural terracing. There are different elevation changes and lines suggesting some kind of domestic structures, but the details are unclear. Paths or possible water canals appear to run through or alongside the terraced sections."
298,13879,5 - Very High Confidence;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image shows distinctive patterns consistent with agricultural sloping fields, potentially terraced, on a hillside. The lighter areas may suggest different crop types or fallow fields. No clear structures are visible, but there could be faint indications of domestic architecture or settlements due to varied land use patterns."
299,10822,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows a concentration of circular and possibly rectangular enclosures indicative of corral structures. Linear patterns suggest the presence of boundaries or divisions within the area, characteristic of a corral complex. The setting appears relatively sparse, with few additional structures visible nearby."
300,20781,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image shows an area with distinct linear patterns resembling agricultural furrows, indicating land prepared for cultivation. There are also some faint structural outlines that might suggest public use, but they are not clearly defined. The presence of furrows is more evident, suggesting primary agricultural activity."
301,9886,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows an oval-shaped enclosure that is likely a corral due to its distinct boundary and enclosed space. This feature is situated on slightly elevated terrain, which helps in drainage and provides a vantage point for overseeing livestock."
302,6829,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(4 - High Confidence),Corral -- NULL,The image shows a pattern of circular structures suggestive of a corral complex. The presence of multiple circular enclosures indicates a likely area for livestock containment. Linear features parallel to the structures may suggest pathways or division lines for different sections of the complex. The spatial arrangement and visible outlines resemble corral setups observed in similar geographic settings.
303,2786,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows faint lines suggesting the presence of contour terracing, possibly for agricultural use. There are indications of minor structures which might be related to local domestic activities. The terracing is not clearly defined and lacks stone facing."
304,6479,Unfortified settlement(5 - Very High Confidence) -- Settlement (general)(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows what appears to be sloping terrain with potential signs of past agricultural modifications. Scattered structures are vaguely visible, possibly indicating corrals or remnants of terracing activities. The arrangement suggests past use for farming or animal husbandry. Vegetation patterns might hint at terracing or soil retention efforts."
305,15657,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image prominently displays a series of parallel furrows across the landscape, indicative of cultivated or prepared fields. There are no clear structures visible, suggesting agricultural use over residential or ceremonial features."
306,21062,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image reveals a series of parallel contour lines indicative of unfaced earthen terracing, likely used for agriculture. There are faint square and rectangular outlines interspersed, suggesting possible domestic architecture. The terracing appears to follow the natural topography, indicative of traditional agricultural practices."
307,20520,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows a distinct corral structure with a roughly circular shape. Its location suggests potential use for animal containment. The surrounding area appears to be relatively flat, suitable for grazing. The structural integrity is moderate, with walls still visible but not highly defined."
308,13542,Unfortified settlement(3 - Medium Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image displays a single distinct structure located centrally, surrounded by less defined terrain features. The structure's rectilinear form suggests domestic architecture. The surrounding area appears to be sparse, supporting the isolation of the site."
309,27564,5 - Very High Confidence;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence) -- Waru Waru(5 - Very High Confidence),NULL -- NULL,"The image shows clear patterns of segmented terraces, likely used for agricultural purposes. There are also several structures on the top left, suggesting domestic architecture possibly related to a small farm or settlement. The terraces display a consistent pattern, indicating a constructed landscape possibly for intensive farming. Additional small structures near the top may serve as residential or storage units."
310,21470,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"A sinuous linear feature runs through the image, potentially indicating a canal of uncertain order. The surrounding terrain appears natural with no significant terracing visible. Some small structures are visible near the feature, possibly related to domestic use. The area seems less actively used for large-scale agricultural activities."
311,7409,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows segmented terracing across a sloped landscape. There are small patches that could indicate the presence of domestic structures or agricultural plots. The contours are distinct, suggesting deliberate terracing construction. Vegetation patterns are visible, possibly signifying areas of active or historical cultivation."
312,9399,Unfortified settlement(5 - Very High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a small, isolated structure that appears to be part of a farm setup. Surrounding land is marked by patches of vegetation and some line formations that could be indicative of farming activity or terracing. The isolated nature and the visible structure support the classification of a small farm with possible residential features."
313,21041,Agropastoral Infrastructure(5 - Very High Confidence) -- Segmented terracing(5 - Very High Confidence),NULL -- NULL,"The image shows a series of parallel, linear features consistent with furrows on sloping terrain. These patterns suggest agricultural activity, likely used to manage water flow and soil fertility. The surrounding area seems to have some scattered structures, but these are indistinct and possibly represent basic residential units associated with farming activities."
314,15163,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a combination of unfaced earthen contour terracing with a possible corral structure. The terracing appears in segmented forms, indicating some form of agricultural adaptation. Sparse vegetation suggests limited agricultural use, and the presence of rounded and linear structures may indicate corral enclosures. The overall visibility is moderate due to grayscale imagery."
315,6602,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a series of circular and semi-circular enclosures, likely used for livestock. These formations suggest the presence of a corral complex, with distinct boundaries that are visible. The terrain appears uneven, possibly indicating natural barriers used in conjunction with constructed walls."
316,6882,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image likely represents an area with sloping terrain, characterized by a pattern indicative of terracing or agricultural activity. There are no distinguishable features of domestic architecture or ceremonial structures present. The surface appears to be ridged, suggesting potential agricultural preparation or erosion patterns."
317,42070,Unfortified settlement(5 - Very High Confidence) -- Isolated structure(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows sloping fields with visible furrows, suggesting agricultural use. There are also straight lines that could indicate the presence of roads or boundaries. Some rectangular features could potentially indicate domestic structures or small farmhouses, but these are not distinct."
318,8533,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a sloping area with irregular patterns possibly indicating terraced agriculture. There are subtle indications of linear structures which might be domestic in nature, suggesting agricultural activity associated with nearby settlements. No distinct corrals or ceremonial structures are visibly prominent."
319,24273,Unfortified settlement(2 - Low Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a pattern of segmented fields possibly indicating agricultural use. Some scattered structures suggest possible domestic architecture, likely related to small-scale farming activities. The presence of visible boundaries may indicate property lines or pathways between fields and structures."
320,2218,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(4 - High Confidence),Corral -- NULL,The image shows a region with a prominent slope and visible terracing suggesting possible agricultural use. There are no clearly identifiable corral or complex residential structures. Some indistinct lines might represent pathways or remains of small structures.
321,28168,Unfortified settlement(2 - Low Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a general settlement pattern with scattered structures, including the remains of several rectangular enclosures. The distribution and shape of these structures suggest a mix of domestic architecture within the settlement area. Possible footpaths or animal routes are visible, indicating movement through the site."
322,29309,Unfortified settlement(2 - Low Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows circular and quadrangular structures, possibly indicating a corral complex. The arrangement and distribution of these structures suggest they might have been used for organizing livestock or agricultural purposes. Some linear features may represent ancient pathways or boundary markers."
323,24613,Unfortified settlement(3 - Medium Confidence) -- Isolated structure(3 - Medium Confidence),Domestic architecture -- Other domestic structure,"The image shows a noticeable structure with defined boundaries, resembling a corral complex. Surrounding features indicate potential pathways or divisions separating areas, characteristic of grazing or containment zones. The structure's arrangement and visibility are consistent with those typically associated with rural herding facilities."
324,13754,Unfortified settlement(3 - Medium Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows what appears to be a linear feature running through a relatively flat terrain, likely indicative of a canal system. The surrounding area displays dispersed small structures that may suggest residential use, possibly related to agricultural activities supported by the canal. The alignment and continuity of the feature support the classification as a canal. Residential structures could be near the canal for access to water and transportation."
325,26374,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows a complex of enclosed rectilinear spaces, likely used for livestock. The grid-like pattern suggests multiple enclosures or pens adjacent to each other, commonly seen in corral constructions. The walls are clear and well-defined, indicative of a purpose-built structure for animal handling, possibly with sections for different types of livestock."
326,28164,Unfortified settlement(2 - Low Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a circular structure that suggests a corral, likely used for enclosing livestock. The surrounding landscape appears featureless, typical of grazing areas. No significant residential architecture is visible, indicating it may have been an isolated functional area."
327,21736,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a terrain with noticeable slopes, characteristic of sloping fields, with limited visible structures or distinctive features. The lack of visible architectural features suggests it is primarily agricultural land."
328,11687,Unfortified settlement(4 - High Confidence) -- Isolated structure(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows an isolated structure near a curved path, possible residential or utility building. Vegetation is sparse, and the structure appears to be separate from other features, indicating a potential farmhouse or small utility building."
329,7373,Unfortified settlement(1 - Very Low Confidence) -- Isolated structure(2 - Low Confidence),Domestic architecture -- Residential structure,"The image shows a series of agricultural terraces on a slope, indicating sloping fields. There are indications of possible domestic architecture amidst the terraced areas, though specific structural details are unclear. The terraces appear well-defined, suggesting organized agricultural practices."
330,10281,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image appears to show a distinct complex of corral structures, characterized by clear outline patterns typical of livestock enclosures. The distribution suggests a primary use for grazing and possibly housing smaller livestock units. There is no significant overlapping with other settlement structures, leading to a higher confidence in identifying this as a corral area."
331,23361,Unfortified settlement(4 - High Confidence) -- Estancia(3 - Medium Confidence),Corral -- NA,"The image shows a series of natural slopes with some evidence of terracing on the inclines. There are scattered small structures suggesting possible domestic activities, though details are unclear."
332,29070,Agropastoral Infrastructure(5 - Very High Confidence) -- Segmented terracing(5 - Very High Confidence),NULL -- NULL,The image shows patterns consistent with contour lines indicating sloping fields. The lack of discernible structures reduces confidence in identifying specific feature architecture.
333,23051,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,The image displays a circular enclosure suggestive of a corral structure. The terrain appears to show faint outlines which may indicate the presence of a concentrated area used for livestock or livestock management. The layout and shape imply traditional corral features typically found in grazing regions.
334,28909,Agropastoral Infrastructure(2 - Low Confidence) -- Terracing Unclear Dressing(2 - Low Confidence),NULL -- NULL,"The image shows patterns that resemble terraced fields, indicating possible unfaced earthen contour terracing. Some linear structures are visible, which might be domestic architecture such as foundations of older residential structures or associated pathways. The terracing patterns are consistent with agricultural practices on a slope, suggesting possible ancient farming activity."
335,24195,Agropastoral Infrastructure(3 - Medium Confidence) -- Unfaced earthen contour terracing(2 - Low Confidence),NULL -- NULL,"The image shows a series of sloping fields with visible furrows, suggesting agricultural use. There is an absence of clear structural features, indicating minimal domestic architecture present, if any. The furrows are distinct, indicating active or historical agricultural activity."
336,20354,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image shows multiple circular and rectangular features that resemble corral structures, possibly used for livestock. The distribution suggests an organized layout typical of a corral complex. The density and pattern of these features support this classification."
337,3840,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a landscape dominated by segmented terracing, likely used for agriculture. There are some structures that appear to be domestic in nature, possibly supporting a farming community. The terracing is distinct, with variations in elevation, suggesting extensive land use planning. These are accompanied by potential living quarters scattered along the field edges."
338,7039,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a pattern that resembles furrowed fields, indicative of agricultural activity. There is a slight indication of organized structures that could relate to domestic architecture, but details are not distinct. The uniformity in the pattern suggests land use for crop cultivation, possibly for a small settlement or isolated farm."
339,16288,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,The image shows a cluster of circular structures likely used for animal enclosures. There are visible boundaries that suggest organization into a corral complex.
340,17435,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image shows several sloping areas that seem to be utilized for agriculture, possibly indicative of furrowed crop fields. The presence of irregular patterns suggests previous or current habitation. However, clearly defined residential structures are not easily distinguishable, contributing to the assumption of domestic architecture features being present but unclear."
341,9099,Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image is very low contrast and lacks distinguishable features, making it difficult to classify into specific locus or feature categories."
342,27780,Residential structure;locus_type_name: Unfortified settlement(3 - Medium Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a cluster of structures that appear to be residential units. The layout suggests they are part of a larger settlement with some structures having straight walls, indicative of regular domestic architecture. A few scattered buildings can be observed, possibly indicating a settlement pattern typical of historical rural communities."
343,23707,Unfortified settlement(3 - Medium Confidence) -- Isolated structure(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a landscape with visible sloping fields. There is a notable lack of discernible structures or terraces, making it challenging to identify specific features. The terrain appears to have natural contours that may be associated with agricultural use, but no explicit built structures are visible."
344,23612,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image reveals a rectangular enclosure potentially used for livestock. The walls are faint but discernible, suggesting an older, possibly under-maintained structure. Vegetation patterns suggest the presence of a corral area within the boundaries."
345,24645,Agropastoral Infrastructure(3 - Medium Confidence) -- Stone faced contour terraces(2 - Low Confidence),NULL -- NULL,"The image shows a region with evident terraced land patterns suggesting traditional farming techniques. These features are likely used for agriculture, adapting to the sloped terrain. There are also scattered structures that might indicate the presence of domestic architecture, possibly serving as residences or farmhouses."
346,14116,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image displays an area with gradual elevation changes, suggesting agricultural activity with potential terracing. There are faint traces of linear features that might indicate structures for habitation or farming, but details are unclear."
347,18020,Residential structure;locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),Domestic architecture -- Residential structure;locus_type_name: Agropastoral Infrastructure,"The image shows a clear circular arrangement typical of corral structures. The terrain is largely open with scattered vegetation, suggesting the presence of cattle grazing areas around the corrals. Structures appear to have been adapted to the natural landscape, possibly for livestock management."
348,12578,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image shows a well-defined series of segmented terraces. The terracing appears to follow the natural contours of the landscape, suggesting adaptation to the topography for agricultural purposes. Some small structures possibly associated with residential or domestic use are visible within the terraced area."
349,4794,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a complex arrangement of circular and semi-circular walls, likely used for corralling livestock. The structures are segmented, indicative of organized livestock management. A path is visible to the right of the complex, possibly used for accessing the corrals."
350,14397,Unfortified settlement(1 - Very Low Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a collection of structures that appear to be organized in a way consistent with small-scale agricultural activity. There are visible fields adjacent to the buildings, suggesting a farming operation. The arrangement and size of the buildings suggest domestic use, likely serving as living quarters and storage for a small farming community."
351,20794,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows enclosed circular structures that resemble livestock corrals. The layout suggests areas possibly designated for residential purposes, indicative of domestic architecture. Additionally, faint traces of linear divisions appear as potential boundary walls or pathways. Vegetation seems minimal, supporting the presence of grazing areas around the structure."
352,23129,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image appears to show several terraced sections along an incline, with stone-faced features visible. There are what seem to be traces of rectangular structures indicative of habitation, suggesting some level of domestic architecture within the terraced arrangement. Limited visibility of specific residential or ceremonial structures lowers the confidence in precise categorization beyond the terraced layout."
353,25744,Agropastoral Infrastructure(2 - Low Confidence) -- Terracing Unclear Dressing(2 - Low Confidence),NULL -- NULL,"The image shows distinct circular and possibly quadrangular features that resemble livestock enclosures, commonly associated with corral complexes. Terrain has subtle outlines suggesting divisions within the area."
354,4036,4 - High Confidence;locus_type_name: Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image shows distinct, parallel lines consistent with agricultural furrows. These suggest large-scale crop cultivation. There's limited evidence of architectural features, but potential small-scale domestic structures may be present. The overall terrain suggests active agricultural practices."
355,26155,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image shows a landscape with noticeable terracing that aligns with the contours of the land, indicating sloping fields. There are rectangular structures visible, suggesting the presence of corrals. These features are integrated with the terrain, possibly used for agricultural purposes."
356,6619,Residential structure;locus_type_name: Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a prominent circular structure resembling a corral with clear boundaries. The surrounding area is less distinct, suggesting it may be primarily used for grazing. There does not appear to be significant terracing or additional structures within the immediate vicinity."
357,3288,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,The image shows a circular structure indicative of a corral. There appears to be some evidence of domestic architecture suggesting possible residential use. The presence of these structures is consistent with a corralling area potentially combined with residential elements.
358,24880,Agropastoral Infrastructure(2 - Low Confidence) -- Unfaced earthen contour terracing(2 - Low Confidence),NULL -- NULL,"The image shows linear patterns consistent with furrowed crop fields, which suggest agricultural use. These patterns are indicative of traditional farming practices. The presence of faint structural outlines suggests possible domestic architecture, but details are unclear."
359,22838,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image displays a distinct, enclosed structure resembling a corral, with a defined boundary seen within the grayscale image. The circular shape and apparent wall outline suggest a livestock containment area, common in pastoral settings."
360,17008,Unfortified settlement(1 - Very Low Confidence) -- Settlement (general)(2 - Low Confidence),Plaza/patio -- Patio,"The image shows a complex with distinct walled enclosures, likely forming a corral. The layout suggests areas for livestock containment with a very structured arrangement. The shapes are relatively rectilinear, indicating possibly recent construction or maintenance. Few scattered elements suggest attempts at expansion or past structural adjustments."
361,11593,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows rectangular enclosures that are characteristic of corral structures. The presence of straight lines suggests the remains of corral walls. No significant residential or ceremonial architecture is evident in this area. The structures seem isolated, possibly indicating their use for livestock management."
362,9866,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image reveals a large arrangement of circular and rectangular enclosures possibly used for livestock management. The layout and size suggest a significant livestock corral complex. Minimal residential structures are visible, indicating a primary focus on animal husbandry."
363,12346,Agropastoral Infrastructure(5 - Very High Confidence) -- Corral(5 - Very High Confidence),NULL -- NULL,"The image displays a series of parallel lines indicative of furrowed crop fields, which suggests agricultural practices. There are no clearly discernible architectural structures, resulting in low confidence in feature classification."
364,7919,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows a series of linear furrows consistent with traditional agricultural methods. The distinct pattern suggests organized farming activity. The presence of rectangular shapes in a few areas may indicate domestic structures, but they are not prominent, reducing confidence in this classification."
365,21096,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image displays a pattern of parallel lines that are characteristic of furrowed crop fields. There are no clear indicators of any structures, making architectural feature classification unsuitable."
366,29093,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image reveals segmented terracing lines along a slope, likely for agricultural purposes. There appears to be evidence of domestic architecture possibly integrated within or near the terraces. The structures suggest historical human habitation or agricultural management strategies."
367,21460,Unfortified settlement(4 - High Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a prominent waterway cutting through the landscape, possibly indicating a reservoir area, with some scattered structures that resemble residential units. Vegetation patterns suggest agricultural activity around the water source. The structures are not densely packed, which hints at some domestic architectural elements possibly related to water management or nearby habitation."
368,20912,Agropastoral Infrastructure(5 - Very High Confidence) -- Stone faced contour terraces(5 - Very High Confidence),NULL -- NULL,"The image shows a series of curved lines and patches that could represent terraced sections on a slope. The pattern is consistent with agricultural terraces, but the dressing of these terraces is unclear, showing signs of erosion or incomplete construction. There are no distinct features of domestic or public architecture visible."
369,5398,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image displays a gently sloping terrain with indications of terraced sections that are not distinctly faced, suggesting possible agricultural use. There are faint traces of linear structures that could indicate the existence of domestic architecture, possibly obscured or eroded."
370,16233,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a cluster of structures possibly indicating a settlement. Some appear to be rectangular which suggests domestic architecture. The arrangement and distribution are similar to loosely grouped residential structures. The landscape also shows paths or furrows, adding context to human activity in the area."
371,12376,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image depicts a square structure likely used for animal husbandry, typical of corrals. The surrounding area shows pathways possibly used for guiding livestock."
372,7886,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image displays circular and possibly segmented structures resembling corrals. These are located along the natural terrain features, such as ridges or water channels, which might indicate a strategic placement for livestock management. The structures appear well-defined, suggesting a primary use related to grazing or containment."
373,15553,Agropastoral Infrastructure(2 - Low Confidence) -- Corral(4 - High Confidence),Corral -- NULL,Circular formation observed with scattered markings potentially indicating a corral structure. The image features an area with noticeable patterning suggestive of organizing for animal or crop management.
374,11048,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a discernible rectangular structure consistent with a corral. The surrounding area suggests grazing land with minimal additional features visible. The rectangular shape is prominent, and the area is relatively isolated."
375,29724,Unfortified settlement(3 - Medium Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows scattered structures indicative of a settlement. Some appear to have rectangular shapes, possibly suggesting residential buildings. There is no clear evidence of corrals or ceremonial architectures. The layout suggests general habitation rather than specialized or ceremonial use."
376,26958,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,
377,15177,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a pattern consistent with circular or enclosed structures, typical of corral complexes. There are discernible boundaries that suggest possible enclosures for livestock, a characteristic of corrals."
378,6603,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a series of sloping fields with some visible terracing. There are isolated structures that could potentially be domestic units dispersed throughout the area. The arrangement suggests a historic agricultural landscape, possibly used for hillside farming."
379,17030,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Domestic architecture -- Residential structure,"The image shows a few scattered structures with distinct rectangular outlines. These appear to be detached residential units with clear wall demarcations, set in a dispersed arrangement across the landscape. The presence of only a few structures suggests an isolated area, likely used for domestic purposes rather than communal or ceremonial uses."
380,8964,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows terracing patterns that seem to follow the contour lines of the landscape, likely indicating stone faced contour terraces. The presence of what appear to be small scattered structures suggests domestic architecture, possibly related to historical agricultural practices. The terracing might have been used to prevent soil erosion and manage water flow."
381,14975,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,The central circular structure resembles a corral. Adjacent scattered formations suggest possible residential units or additional corral sectors. The overall landscape suggests pastoral activity.
382,11220,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows sloping fields with visible terracing or contouring, possibly indicative of agricultural activity. There is a faint structure visible within the fields which may suggest domestic architecture or a small settlement area associated with agricultural usage. This structure is not clearly defined, contributing to lower confidence in classifying the feature. The terrain seems to be naturally contoured, with possible terraces or furrows present."
383,26250,Unfortified settlement(4 - High Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image displays a texture consistent with furrowed agricultural fields, indicative of traditional farming practices. There are faint outlines suggesting possible residential units or small-scale domestic structures, but the detail is limited."
384,13910,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows a distinct quadrangular shape that is likely indicative of corral structures. The surrounding terrain appears to be open, suggesting a grazing or livestock area. The presence of straight lines supports the identification as a man-made feature."
385,15189,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image likely depicts a natural or man-made depression that could potentially function as a reservoir. The darker area suggests water retention or a different soil/vegetation type. The surrounding landscape appears uniform with some indications of organized or planned structures. The absence of distinct architectural features lowers confidence in feature classification, but potential ceremonial or communal use is possible."
386,12327,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image displays a series of circular and rectangular enclosures, indicative of a corral complex. There appear to be remains of domestic structures nearby, suggesting possible residential use alongside animal husbandry. The corrals are moderately clear, but the domestic structures are less defined, leading to a moderate confidence in feature classification."
